Date and Time;Trend Age;Inoculation Age;I: Air Act.;I: O2 Act.;I: CO2 Act.;I: TempV;I: TempJ;I: DOamp;I: pH;I: Level 1;I: Stirr Act.;I: Torque;I: Balance1;I: Vol. Pump A1;I: Vol. Pump A2;I: Vol. Pump A3;I: Vol. Pump A4;I: Vol. CO2 Act.;I: Vol. O2 Act.;I: Vol. Air Act.;SP Temperature;SP Oxygen;SP pH;SP Foam;SP Level;O: Air Setp.;O: O2 Setp.;O: CO2 Setp.;O: N2;O: Heat;O: Cool;O: PumpTh;O: Stirr Setp.;O: Pump A1;O: Pump A2;O: Pump A3;O: Pump A4;O: Headspace 
Sat Apr 17 21:57:52 2021;100.5;0;71.6413;-0.0227742;25.3948;37;38.7;30.9772;7.05149;0;190;0.133997;0;33.892;0;0;1802.54;2258.44;8.28017e-05;14429.2;37;30;7;0;0;71.6472;0;26.9773;0;5.52193;0;1;190;0;0;0;0;0
Sat Apr 17 22:27:52 2021;101;0;71.6383;-0.00498997;6.09074;37;38.8;29.5899;7.05189;0;190;0.134019;0;33.892;0;0;1802.54;2290.72;8.29136e-05;14859.1;37;30;7;0;0;71.6472;0;7.5934;0;5.37193;0;1;190;0;0;0;0;0
Sat Apr 17 22:57:52 2021;101.5;0;88.1199;-0.0177071;6.91077;37;38.8;29.1734;7.0522;0;190;0.132844;0;33.892;0;0;1802.54;2328.09;8.29413e-05;15334.1;37;30;7;0;0;83.1539;0;9.02077;0;5.36406;0;1;190;0;0;0;0;0
Sat Apr 17 23:27:52 2021;102;0;130.485;-0.0106386;-0.589183;37;38.9;27.2902;7.04741;0;190;0.133813;0;33.892;0;0;1802.54;2375.55;8.33948e-05;15932.1;37;30;7;0;0;130.692;0;0;0;5.30251;0;1;190;0;0;0;0;0
Sat Apr 17 23:57:52 2021;102.5;0;140.36;-0.0342948;22.3521;37;38.8;29.4848;7.05582;0;190;0.133665;0;33.892;0;0;1802.54;2439.44;8.37675e-05;16776;37;30;7;0;0;140.461;0;23.6786;0;5.45289;0;1;190;0;0;0;0;0
Sun Apr 18 00:27:52 2021;103;0;141.763;-0.0173775;-0.575267;37;38.7;29.4057;7.04421;0;190;0.132133;0;33.892;0;0;1802.54;2505.38;8.42062e-05;17623.6;37;30;7;0;0;141.765;0;0;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 00:57:52 2021;103.5;0;141.761;-0.000814691;-0.609616;37;38.7;29.4042;7.04687;0;190;0.132178;0;33.892;0;0;1802.54;2565.92;8.42673e-05;18474.1;37;30;7;0;0;141.765;0;0;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 01:27:52 2021;104;0;144.329;-0.0176367;9.5621;37;38.7;29.5536;7.05359;0;190;0.131569;0;33.892;0;0;1802.54;2625.4;8.45745e-05;19337.4;37;30;7;0;0;144.337;0;10.6065;0;5.45289;0;1;190;0;0;0;0;0
Sun Apr 18 01:57:52 2021;104.5;0;145.473;-0.0174799;-0.593744;37;38.8;29.5317;7.04486;0;190;0.13313;0;33.892;0;0;1802.54;2688.06;8.53724e-05;20209;37;30;7;0;0;145.461;0;0;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 02:27:52 2021;105;0;148.24;-0.000522205;-0.587548;37;38.7;29.1056;7.05059;0;190;0.132954;0;33.892;0;0;1802.54;2744.91;8.61877e-05;21087.2;37;30;7;0;0;148.244;0;3.58373;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 02:57:52 2021;105.5;0;151.993;-0.0170745;30.7601;37;38.7;29.3412;7.05021;0;190;0.132427;0;33.892;0;0;1802.54;2805.77;8.69728e-05;21987.9;37;30;7;0;0;151.986;0;32.2677;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 03:27:52 2021;106;0;157.815;-0.00913218;9.21595;37;38.7;29.1127;7.05415;0;190;0.133776;0;33.892;0;0;1802.54;2861.75;8.79167e-05;22919;37;30;7;0;0;157.817;0;11.1116;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 03:57:52 2021;106.5;0;161.192;-0.00868613;-0.593914;37;38.7;29.4152;7.04811;0;190;0.130715;0;33.892;0;0;1802.54;2922.11;8.85304e-05;23884;37;30;7;0;0;161.256;0;0;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 04:27:52 2021;107;0;204.72;-0.00215232;-0.594;37;38.7;28.1822;7.05068;0;190;0.133829;0;33.892;0;0;1802.54;2984.55;8.94093e-05;24936.7;37;30;7;0;0;204.687;0;3.38788;0;5.60288;0;1;190;0;0;0;0;0
Sun Apr 18 04:57:52 2021;107.5;0;201.023;-0.00448146;15.271;37;38.8;29.381;7.05626;0;190;0.132209;0;33.892;0;0;1802.54;3054.88;8.99466e-05;26146.3;37;30;7;0;0;201.01;0;16.8042;0;5.45289;0;1;190;0;0;0;0;0
Sun Apr 18 05:27:52 2021;108;0;201.001;-0.000572738;30.0882;37;38.6;29.3463;7.05196;0;190;0.133679;0;33.892;0;0;1802.54;3125.76;9.11219e-05;27352.3;37;30;7;0;0;201.01;0;31.7686;0;5.60513;0;1;190;0;0;0;0;0
Sun Apr 18 05:57:52 2021;108.5;0;205.884;-0.000973409;-0.567877;37;38.7;29.0649;7.04983;0;190;0.133905;0;33.892;0;0;1802.54;3191.73;9.29872e-05;28577.7;37;30;7;0;0;205.908;0;0;0;5.62574;0;1;190;0;0;0;0;0
Sun Apr 18 06:27:52 2021;109;0;209.077;-0.00354459;28.3389;37;38.7;29.6168;7.05257;0;190;0.132107;0;33.892;0;0;1802.54;3259.87;9.55743e-05;29831.2;37;30;7;0;0;209.088;0;30.3631;0;5.62574;0;1;190;0;0;0;0;0
Sun Apr 18 06:57:52 2021;109.5;0;218.675;-0.00106732;11.4194;37;38.7;29.1189;7.05533;0;190;0.133662;0;33.892;0;0;1802.54;3324.17;9.62319e-05;31107.9;37;30;7;0;0;218.712;0;12.8642;0;5.63399;0;1;190;0;0;0;0;0
Sun Apr 18 07:27:52 2021;110;0;223.112;-0.0100369;-0.556877;37;38.7;29.0059;7.04478;0;190;0.13346;0;33.892;0;0;1802.54;3393.12;9.64353e-05;32437.2;37;30;7;0;0;223.111;0;0;0;5.63399;0;1;190;0;0;0;0;0
Sun Apr 18 07:57:52 2021;110.5;0;230.775;-0.00491482;22.6507;37;38.7;29.193;7.05474;0;190;0.133273;0;33.892;0;0;1802.54;3458.21;9.71126e-05;33804.4;37;30;7;0;0;230.779;0;24.3753;0;5.64561;0;1;190;0;0;0;0;0
Sun Apr 18 08:27:52 2021;111;0;243.708;-0.00906288;5.11771;37;38.7;28.9806;7.0532;0;190;0.133224;0;33.892;0;0;1802.54;3523.99;9.75596e-05;35224.4;37;30;7;0;0;243.643;0;7.08033;0;5.64561;0;1;190;0;0;0;0;0
Sun Apr 18 08:57:52 2021;111.5;0;245.352;-0.00332633;-0.547401;37;38.7;28.9825;7.04725;0;190;0.133314;0;33.892;0;0;1802.54;3590.37;9.95977e-05;36662.4;37;30;7;0;0;245.47;0;0;0;5.65236;0;1;190;0;0;0;0;0
Sun Apr 18 09:27:52 2021;112;0;255.126;-0.00388119;-0.539204;37;38.7;28.8276;7.04663;0;190;0.138849;0;33.892;0;0;1802.54;3654.52;0.000100889;38129.7;37;30;7;0;0;255.374;0;0;0;5.66585;0;1;190;0;0;0;0;0
Sun Apr 18 09:57:52 2021;112.5;0;255.919;-0.00231147;-0.533645;37;38.7;28.9144;7.04579;0;190;0.137329;0;33.892;0;0;1802.54;3718.98;0.00010224;39655.1;37;30;7;0;0;261.434;0;0;0;5.66735;0;1;190;0;0;0;0;0
Sun Apr 18 10:27:52 2021;113;0;272.61;-0.0170366;-0.548739;37;38.7;28.9398;7.0492;0;190;0.137434;0;33.892;0;0;1802.54;3782.29;0.000103267;41236.8;37;30;7;0;0;272.762;0;0;0;5.69358;0;1;190;0;0;0;0;0
Sun Apr 18 10:57:52 2021;113.5;0;290.002;-0.00700182;16.6259;37;38.7;28.7352;7.05647;0;190;0.136426;0;33.892;0;0;1802.54;3845.96;0.000104167;42888.8;37;30;7;0;0;290.141;0;18.5367;0;5.69358;0;1;190;0;0;0;0;0
Sun Apr 18 11:27:52 2021;114;0;296.494;-0.009737;25.6701;37;38.7;29.5446;7.05383;0;190;0.137591;0;33.892;0;0;1802.54;3913.61;0.000105004;44651.2;37;30;7;0;0;296.493;0;27.1512;0;5.69358;0;1;190;0;0;0;0;0
Sun Apr 18 11:57:52 2021;114.5;0;288.99;-0.0159451;-0.614566;37;38.7;31.3073;7.02018;0;190;0.136659;0;33.892;0;0;1809.2;3967.84;0.000105005;46429;37;30;7;0;0;288.841;0;0;0;5.69358;0;1;190;0;0;0;0;0
Sun Apr 18 12:27:52 2021;115;0;280.185;-0.0490152;-0.593249;37.1;39;29.3608;7.04771;0;190;0.13905;0;33.892;18.7467;0;1809.2;3998.28;0.000105005;48116.8;37;30;7;0;0;280.205;0;0;0;4.86574;0;1;190;0;0;0;0;0
Sun Apr 18 12:57:52 2021;115.5;0;301.681;-0.067578;10.9253;37;39;29.2796;7.05252;0;190;0.135369;0;33.892;18.7467;0;1809.2;4027.4;0.000105005;49917.3;37;30;7;0;0;301.738;0;12.6667;0;5.38005;0;1;190;0;0;0;0;0
Sun Apr 18 13:27:52 2021;116;0;315.835;-0.108237;-0.619129;36.9;38.9;30.2905;7.04806;0;190;0.137215;0;33.892;18.7467;0;1815.39;4053.03;0.000105005;51805.8;37;30;7;0;0;315.818;0;0;0;6.0261;0;1;190;0;0;0;0;0
Sun Apr 18 13:57:52 2021;116.5;0;309.858;-0.119408;-0.52442;36.9;38.7;31.0185;7.04811;0;190;0.137814;0;33.892;18.7467;0;1815.39;4076.18;0.000105005;53699.7;37;30;7;0;0;309.77;0;0;0;6.08886;0;1;190;0;0;0;0;0
Sun Apr 18 14:27:52 2021;117;0;312.827;-0.0894176;-0.590994;36.9;38.6;30.1488;7.04753;0;190;0.137339;0;33.892;18.7467;0;1815.39;4092.23;0.000105005;55583.6;37;30;7;0;0;312.833;0;0;0;5.93489;0;1;190;0;0;0;0;0
Sun Apr 18 14:57:52 2021;117.5;0;312.818;-0.0628229;-0.6016;36.9;38.6;29.2321;7.04911;0;190;0.13757;0;33.892;18.7467;0;1815.39;4104.44;0.000105005;57460.5;37;30;7;0;0;312.833;0;0;0;5.64031;0;1;190;0;0;0;0;0
Sun Apr 18 15:27:52 2021;118;0;313.3;-0.0479758;9.49153;37;38.5;29.6293;7.04992;0;190;0.136546;0;33.892;18.7467;0;1815.39;4113.92;0.000105005;59338.4;37;30;7;0;0;313.298;0;0;0;4.65391;0;1;190;0;0;0;0;0
Sun Apr 18 15:57:52 2021;118.5;0;313.321;-0.0242484;-0.58899;37.1;38.6;29.246;7.04822;0;190;0.137721;0;33.892;18.7467;0;1815.39;4119.91;0.000105005;61218.3;37;30;7;0;0;313.298;0;0;0;3.98401;0;1;190;0;0;0;0;0
Sun Apr 18 16:27:52 2021;119;0;315.408;-0.0181743;-0.600622;37.1;38.8;29.0059;7.04721;0;190;0.138056;0;33.892;18.7467;0;1815.39;4123.81;0.000105008;63101.5;37;30;7;0;0;315.411;0;0;0;4.05769;0;1;190;0;0;0;0;0
Sun Apr 18 16:57:52 2021;119.5;0;322.056;-0.00130166;-0.59973;37.1;38.9;29.12;7.04726;0;190;0.138897;0;33.892;18.7467;0;1815.39;4125.06;0.000105044;65021;37;30;7;0;0;322.037;0;0;0;4.31883;0;1;190;0;0;0;0;0
Sun Apr 18 17:27:52 2021;120;0;322.009;-0.0127042;-0.600275;37;38.8;29.7135;7.04243;0;190;0.136717;0;33.892;18.7467;0;1815.39;4125.06;0.000105302;66953.2;37;30;7;0;0;322.037;0;0;0;5.4471;0;1;190;0;0;0;0;0
Sun Apr 18 17:57:52 2021;120.5;0;327.68;-0.017227;-0.610041;37;38.7;29.1697;7.03126;0;190;0.136172;0;33.892;18.7467;0;1815.39;4125.06;0.000105317;68903.4;37;30;7;0;0;327.702;0;0;0;5.60197;0;1;190;0;0;0;0;0
Sun Apr 18 18:27:52 2021;121;0;327.708;-0.0523108;-0.625936;37;38.8;29.5446;7.01972;0;190;0.136363;0;33.892;18.7467;0;1815.39;4125.06;0.000105317;70869.6;37;30;7;0;0;327.702;0;0;0;5.45197;0;1;190;0;0;0;0;0
Sun Apr 18 18:57:52 2021;121.5;0;327.702;-0.080658;-0.635082;37;38.7;30.6111;7.00859;0;190;0.136654;0;33.892;18.7467;0;1815.39;4125.06;0.000105317;72835.7;37;30;7;0;0;327.702;0;0;0;5.60197;0;1;190;0;0;0;0;0
Sun Apr 18 19:27:52 2021;122;0;327.698;-0.0566727;-0.611798;37;38.7;30.3021;6.99815;0;190;0.138719;0;33.892;18.7467;0;1815.39;4125.06;0.000105317;74802.1;37;30;7;0;0;327.702;0;0;0;5.60197;0;1;190;0;0;0;0;0
Sun Apr 18 20:27:52 2021;123;0;296.504;-0.00912958;-0.618676;37;38.7;31.0525;6.98336;0;190;0.141443;0;33.892;18.7467;0;1815.39;4125.06;0.000105317;78609.7;37;30;7;0;0;296.498;0;0;0;5.60197;0;1;190;0;0;0;0;0
Sun Apr 18 20:57:52 2021;123.5;0;246.436;-0.000581613;-0.59275;37;38.7;32.0032;6.97565;0;190;0.14102;0;33.892;18.7467;0;1815.39;4125.06;0.000105317;80265.7;37;30;7;0;0;246.252;0;0;0;5.60197;0;1;190;0;0;0;0;0
Sun Apr 18 21:27:52 2021;124;0;178.063;-0.0252051;-0.606661;37.1;38.6;32.2015;6.96136;0;190;0.141045;0;33.892;18.7467;0;1815.39;4125.06;0.000105323;81540.4;37;30;7;0;0;177.753;0;0;0;4.01887;0;1;190;0;0;0;0;0
Sun Apr 18 21:57:52 2021;124.5;0;154.61;-0.0096013;-0.614489;37;38.7;30.8801;6.95003;0;190;0.14641;0;33.892;18.7467;0.12204;1815.39;4125.06;0.000105356;82498.5;37;30;7;0;0;154.631;0;0;0;5.50902;0;1;190;0;0;0;0;0
Sun Apr 18 22:27:52 2021;125;0;151.981;-0.01858;-0.588207;36.9;38.6;30.5493;6.95036;0;190;0.14668;0;33.892;18.7467;1.58887;1815.39;4125.06;0.000105774;83412.3;37;30;7;0;0;151.932;0;0;0;4.63508;0;1;190;0;0;0;0;0
Sun Apr 18 22:57:52 2021;125.5;0;161.266;-0.000467684;-0.611587;37;38.6;29.1109;6.95879;0;190;0.146479;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000107151;84349.4;37;30;7;0;0;161.284;0;0;0;5.58032;0;1;190;0;0;0;0;0
Sun Apr 18 23:27:52 2021;126;0;161.283;-0.00448091;-0.595874;37;38.7;30.5615;6.95967;0;190;0.147917;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000109395;85317.1;37;30;7;0;0;161.284;0;0;0;5.43669;0;1;190;0;0;0;0;0
Sun Apr 18 23:57:52 2021;126.5;0;160.055;-0.0191328;-0.613269;37;38.7;30.9946;6.96067;0;190;0.146192;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000111378;86279.4;37;30;7;0;0;160.075;0;0;0;5.45393;0;1;190;0;0;0;0;0
Mon Apr 19 00:27:52 2021;127;0;159.991;-0.0107768;-0.576116;37;38.7;30.8304;6.96094;0;190;0.145202;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000112204;87239.8;37;30;7;0;0;160.075;0;0;0;5.45992;0;1;190;0;0;0;0;0
Mon Apr 19 00:57:52 2021;127.5;0;154.547;-0.00827366;-0.605874;37;38.7;30.2525;6.96185;0;190;0.146051;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000114319;88167;37;30;7;0;0;154.545;0;0;0;5.49778;0;1;190;0;0;0;0;0
Mon Apr 19 01:27:52 2021;128;0;153.368;7.40453e-05;-0.601286;37;38.6;30.8068;6.96315;0;190;0.14683;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000115021;89091.1;37;30;7;0;0;153.339;0;0;0;5.66239;0;1;190;0;0;0;0;0
Mon Apr 19 01:57:52 2021;128.5;0;153.345;-0.015381;-0.60983;37;38.6;29.3005;6.96395;0;190;0.145934;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000116106;90011.1;37;30;7;0;0;153.339;0;0;0;5.67626;0;1;190;0;0;0;0;0
Mon Apr 19 02:27:52 2021;129;0;153.376;-0.00120313;-0.608135;37;38.6;29.7829;6.96536;0;190;0.146944;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000116611;90931.3;37;30;7;0;0;153.339;0;0;0;5.67776;0;1;190;0;0;0;0;0
Mon Apr 19 02:57:52 2021;129.5;0;153.372;-0.00524138;-0.621715;37;38.6;29.7348;6.9662;0;190;0.146072;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000117155;91851.3;37;30;7;0;0;153.339;0;0;0;5.70099;0;1;190;0;0;0;0;0
Mon Apr 19 03:27:52 2021;130;0;153.36;-0.00109934;-0.603355;37;38.7;29.4501;6.96758;0;190;0.14787;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000117791;92771.3;37;30;7;0;0;153.339;0;0;0;5.56787;0;1;190;0;0;0;0;0
Mon Apr 19 03:57:52 2021;130.5;0;170.52;-0.000356701;-0.606537;37;38.6;29.0433;6.96983;0;190;0.14667;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000119637;93768.7;37;30;7;0;0;170.531;0;0;0;5.56787;0;1;190;0;0;0;0;0
Mon Apr 19 04:27:52 2021;131;0;176.646;-0.00283479;-0.594971;37;38.6;29.1429;6.97382;0;190;0.143106;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000122237;94813.6;37;30;7;0;0;176.643;0;0;0;5.57199;0;1;190;0;0;0;0;0
Mon Apr 19 04:57:52 2021;131.5;0;185.07;1.26277e-05;-0.599925;37;38.7;29.1518;6.9763;0;190;0.141059;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000123834;95914.4;37;30;7;0;0;185.057;0;0;0;5.58473;0;1;190;0;0;0;0;0
Mon Apr 19 05:27:52 2021;132;0;174.94;-0.00114892;-0.606949;37;38.7;31.6101;6.97951;0;190;0.140892;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000124721;97040.5;37;30;7;0;0;174.825;0;0;0;5.5911;0;1;190;0;0;0;0;0
Mon Apr 19 05:57:52 2021;132.5;0;179.434;-0.00193259;-0.609177;36.9;38.5;30.3454;6.98299;0;190;0.144925;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000125068;98114.5;37;30;7;0;0;179.432;0;0;0;5.73409;0;1;190;0;0;0;0;0
Mon Apr 19 06:27:52 2021;133;0;179.426;-0.0151107;-0.617978;37;38.5;29.5446;6.98327;0;190;0.144322;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000125274;99191;37;30;7;0;0;179.432;0;0;0;4.67864;0;1;190;0;0;0;0;0
Mon Apr 19 06:57:52 2021;133.5;0;188.35;-0.020706;-0.616964;37.1;38.6;28.7229;6.98397;0;190;0.143997;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000125403;100271;37;30;7;0;0;188.532;0;0;0;4.06272;0;1;190;0;0;0;0;0
Mon Apr 19 07:27:52 2021;134;0;187.553;-0.0151579;-0.621166;37.1;38.9;29.0013;6.98543;0;190;0.144266;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000125454;101387;37;30;7;0;0;187.561;0;0;0;4.03399;0;1;190;0;0;0;0;0
Mon Apr 19 07:57:52 2021;134.5;0;193.816;-0.00847513;-0.595598;37.1;38.8;28.8849;6.98743;0;190;0.145096;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000125997;102515;37;30;7;0;0;193.898;0;0;0;4.68471;0;1;190;0;0;0;0;0
Mon Apr 19 08:27:52 2021;135;0;193.283;-0.00260251;-0.608725;37;38.8;30.1687;6.99005;0;190;0.142538;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000126516;103676;37;30;7;0;0;193.313;0;0;0;5.51906;0;1;190;0;0;0;0;0
Mon Apr 19 08:57:52 2021;135.5;0;193.313;-0.00023644;-0.615289;37;38.8;30.4979;6.99339;0;190;0.141191;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000127124;104835;37;30;7;0;0;193.313;0;0;0;5.45085;0;1;190;0;0;0;0;0
Mon Apr 19 09:27:52 2021;136;0;195.153;-0.00718464;-0.640556;36.9;38.6;29.7391;6.9955;0;190;0.142675;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000127215;106000;37;30;7;0;0;195.168;0;0;0;5.64181;0;1;190;0;0;0;0;0
Mon Apr 19 09:57:52 2021;136.5;0;197.957;-0.0410797;-0.638343;36.9;38.5;29.1745;6.99678;0;190;0.144402;0;33.892;18.7467;1.96972;1815.39;4125.06;0.000127215;107177;37;30;7;0;0;197.982;0;0;0;5.42751;0;1;190;0;0;0;0;0
Mon Apr 19 10:27:52 2021;137;0;9.98557;-0.120892;-0.65109;37;38.5;52.1193;6.95926;0;190;0.14135;0;33.892;18.7467;1.96972;1815.39;4125.06;0.676092;107539;37;30;7;0;0;10;1.46772;0;0;4.68502;0;1;190;0;0;0;0;0
Mon Apr 19 10:57:52 2021;137.5;0;9.96914;65.2222;-0.654899;37.4;39.6;30.5889;6.96075;0;190;0.144616;0;67.5867;18.7467;3.54324;1815.39;4157.37;1.59503;107599;37;30;7;0;0;10;65.1879;0;0;3.16816;0;1;190;0;0;0;0;0
Mon Apr 19 11:27:52 2021;138;0;9.98046;-0.0890984;-0.637862;37;38.8;52.3266;6.9514;0;190;0.144786;0;67.5867;18.7467;3.61123;1815.39;4157.37;2.43611;107659;37;30;7;0;0;10;0;0;0;5.42138;0;1;190;0;0;0;0;0
Mon Apr 19 11:57:52 2021;138.5;0;9.9691;-0.00415574;-0.62787;36.9;38.9;42.317;6.96429;0;190;0.144865;0;67.5867;18.7467;3.61123;1815.39;4157.37;3.29159;107719;37;30;7;0;0;10;0;0;0;6.07271;0;1;190;0;0;0;0;0
Mon Apr 19 12:27:52 2021;139;0;9.95576;-0.0380745;-0.624271;36.9;38.6;54.8506;6.96219;0;190;0.144192;0;67.5867;18.7467;3.68077;1827.78;4157.37;3.95918;107779;37;30;7;0;0;10;0;0;0;5.93541;0;1;190;0;0;0;0;0
Mon Apr 19 12:57:52 2021;139.5;0;10.0471;46.7704;-0.625048;36.9;38.5;36.0091;6.97199;0;190;0.144772;0;67.5867;18.7467;3.68077;1827.78;4157.37;4.65666;107839;37;30;7;0;0;10;46.7539;0;0;5.47112;0;1;190;0;0;0;0;0
Mon Apr 19 13:27:52 2021;140;0;10.0009;-0.00785422;-0.615721;37;38.4;53.1029;6.9812;0;190;0.143766;0;67.5867;18.7467;3.68077;1827.78;4157.37;5.29834;107899;37;30;7;0;0;10;0;0;0;4.79093;0;1;190;0;0;0;0;0
Mon Apr 19 13:57:52 2021;140.5;0;9.9516;-0.0498933;-0.612822;37.1;38.6;52.9359;6.98598;0;190;0.148541;0;67.5867;18.7467;3.68077;1827.78;4157.37;5.92472;107959;37;30;7;0;0;10;0.76252;0;0;3.9298;0;1;190;0;0;0;0;0
Mon Apr 19 14:27:52 2021;141;0;9.95897;2.71446;-0.630968;37.1;38.8;52.3025;6.99353;0;190;0.144712;0;67.5867;18.7467;3.68077;1827.78;4157.37;6.49799;108019;37;30;7;0;0;10;4.94403;0;0;4.0627;0;1;190;0;0;0;0;0
Mon Apr 19 14:57:52 2021;141.5;0;9.99493;43.3163;-0.644546;37;38.8;37.6134;6.99942;0;190;0.145711;0;67.5867;18.7467;3.68077;1827.78;4157.37;7.23873;108079;37;30;7;0;0;10;41.431;0;0;5.37228;0;1;190;0;0;0;0;0
Mon Apr 19 15:27:52 2021;142;0;9.98333;-0.0661332;-0.649582;37;38.7;57.7788;7.00455;0;190;0.146655;0;67.5867;18.7467;3.68077;1827.78;4157.37;7.92513;108139;37;30;7;0;0;10;0;0;0;5.52228;0;1;190;0;0;0;0;0
Mon Apr 19 15:57:52 2021;142.5;0;10.0394;5.64262;-0.635402;36.9;38.6;50.9517;7.00889;0;190;0.146428;0;67.5867;18.7467;3.68077;1827.78;4157.37;8.5304;108199;37;30;7;0;0;10;7.67905;0;0;5.45043;0;1;190;0;0;0;0;0
Mon Apr 19 16:27:52 2021;143;0;9.99846;-0.0321887;-0.641869;37;38.5;39.3784;7.00937;0;190;0.145589;0;67.5867;18.7467;3.68077;1827.78;4157.37;9.25414;108257;37;30;7;0;0;10;0;0;0;4.67841;0;1;190;0;0;0;0;0
Mon Apr 19 16:57:52 2021;143.5;0;10.0118;6.36578;-0.619279;37;38.5;47.4062;7.01183;0;190;0.146769;0;67.5867;18.7467;3.68077;1827.78;4157.37;9.89311;108317;37;30;7;0;0;10;6.97539;0;0;4.46544;0;1;190;0;0;0;0;0
Mon Apr 19 17:27:52 2021;144;0;10.0163;0.000195571;-0.616164;37.1;38.9;49.9399;7.01655;0;190;0.147795;0;67.5867;18.7467;3.68077;1827.78;4157.37;10.7242;108377;37;30;7;0;0;10;0;0;0;4.3066;0;1;190;0;0;0;0;0
Mon Apr 19 17:57:52 2021;144.5;0;9.961;0.000163359;-0.612704;37;38.8;55.6548;7.01643;0;190;0.142992;0;67.5867;18.7467;3.68077;1827.78;4157.37;11.3632;108437;37;30;7;0;0;10;0;0;0;5.51095;0;1;190;0;0;0;0;0
Mon Apr 19 18:27:52 2021;145;0;9.98314;41.6385;-0.619514;37;38.9;42.1317;7.01803;0;190;0.146784;0;67.5867;18.7467;3.68077;1827.78;4157.37;12.0775;108497;37;30;7;0;0;10;42.6074;0;0;5.15631;0;1;190;0;0;0;0;0
Mon Apr 19 18:57:52 2021;145.5;0;9.99201;-0.00718184;-0.633896;36.9;38.7;57.415;7.02082;0;190;0.143605;0;67.5867;18.7467;3.68077;1827.78;4157.37;12.8889;108557;37;30;7;0;0;10;0;0;0;6.07737;0;1;190;0;0;0;0;0
Mon Apr 19 19:27:52 2021;146;0;9.98413;-0.0407466;-0.620725;36.9;38.5;63.3113;7.02164;0;190;0.144859;0;67.5867;18.7467;3.68077;1827.78;4157.37;13.5799;108617;37;30;7;0;0;10;1.03277;0;0;5.58656;0;1;190;0;0;0;0;0
Mon Apr 19 19:57:52 2021;146.5;0;10.001;42.0935;-0.623347;37.1;38.9;42.1256;7.02038;0;190;0.145223;0;67.5867;18.7467;3.68077;1827.78;4157.37;14.266;108677;37;30;7;0;0;10;45.4416;0;0;4.23464;0;1;190;0;0;0;0;0
Mon Apr 19 20:27:52 2021;147;0;10.0331;-0.00548038;-0.63309;37;38.7;49.7604;7.02502;0;190;0.144911;0;67.5867;18.7467;3.68077;1827.78;4157.37;15.1237;108737;37;30;7;0;0;10;0;0;0;5.58374;0;1;190;0;0;0;0;0
Mon Apr 19 20:57:52 2021;147.5;0;9.9974;-0.0200048;-0.623457;36.9;38.6;61.3819;7.02394;0;190;0.143391;0;67.5867;18.7467;3.68077;1827.78;4157.37;15.8164;108797;37;30;7;0;0;10;0;0;0;5.75468;0;1;190;0;0;0;0;0
Mon Apr 19 21:27:52 2021;148;0;9.99699;58.5737;-0.611891;36.9;38.5;36.9349;7.0261;0;190;0.143529;0;67.5867;18.7467;3.68077;1827.78;4157.37;16.68;108857;37;30;7;0;0;10;57.3034;0;0;5.58431;0;1;190;0;0;0;0;0
Mon Apr 19 21:57:52 2021;148.5;0;10.034;-0.0176593;-0.610061;37;38.4;60.842;7.02686;0;190;0.142704;0;67.5867;18.7467;3.68077;1827.78;4157.37;17.4569;108917;37;30;7;0;0;10;0;0;0;4.79842;0;1;190;0;0;0;0;0
Mon Apr 19 22:27:52 2021;149;0;9.99793;24.8686;-0.619688;37;38.7;44.6308;7.0279;0;190;0.142841;0;67.5867;18.7467;3.68077;1827.78;4157.37;18.2133;108977;37;30;7;0;0;10;28.3283;0;0;5.38398;0;1;190;0;0;0;0;0
