Drug Name,Generic Name,Brand Name,Company Name,Therapy Area,Indication,Development Stage,Drug Geography
aflibercept biosimilar,,,Johnson & Johnson,Metabolic Disorders, Diabetic Macular Edema,Phase III,EU; Global; United States
aflibercept biosimilar,,,Alvotech SA,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
aflibercept biosimilar,,,Hexal AG,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
aflibercept biosimilar,,,Celltrion Inc,Metabolic Disorders, Diabetic Macular Edema,Phase III,Global
aflibercept biosimilar,,,Sam Chun Dang Pharm Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global; United States
aflibercept biosimilar,,,Mabwell Shanghai Bioscience Co Ltd,Metabolic Disorders, Diabetic Macular Edema,Phase III,China
aflibercept biosimilar,,,Luye Pharma Group Ltd,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Phase III,China
aflibercept biosimilar,,,Luye Pharma Group Ltd,Ophthalmology, Choroidal Neovascularization; Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Phase III,China
aflibercept biosimilar,,,Luye Pharma Group Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase I,China
aflibercept biosimilar,,,Luye Pharma Group Ltd,Ophthalmology, Macular Edema,IND/CTA Filed,China
aflibercept biosimilar,,,Luye Pharma Group Ltd,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Preclinical,Global
aflibercept biosimilar,,,Luye Pharma Group Ltd,Ophthalmology, Choroidal Neovascularization; Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Global
aflibercept biosimilar,,,Samsung Bioepis Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
aflibercept biosimilar,,,AffaMed Therapeutics US Inc,Metabolic Disorders, Diabetic Macular Edema,Phase I,Singapore
aflibercept biosimilar,,,AffaMed Therapeutics US Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase I,Singapore
aflibercept biosimilar,,,AffaMed Therapeutics US Inc,Metabolic Disorders, Diabetic Macular Edema,IND/CTA Filed,China
aflibercept biosimilar,,,AffaMed Therapeutics US Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,IND/CTA Filed,China
aflibercept biosimilar,,,Alteogen Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global; South Korea
aflibercept biosimilar,,,Alteogen Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,United States
aflibercept biosimilar,,,Kissei Pharmaceutical Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Preclinical,Japan
aganirsen,aganirsen [INN],,Gene Signal International SA,Ophthalmology, Corneal Neovascularization,Phase III,EU
aganirsen,aganirsen [INN],,Gene Signal International SA,Metabolic Disorders, Diabetic Macular Edema,Phase II,Global
aganirsen,aganirsen [INN],,Gene Signal International SA,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase II,Global
aganirsen,aganirsen [INN],,Gene Signal International SA,Immunology, Corneal Graft Rejection,Preclinical,United States
aganirsen,aganirsen [INN],,Gene Signal International SA,Oncology, Bladder Cancer,Preclinical,Global
aganirsen,aganirsen [INN],,Gene Signal International SA,Immunology, Corneal Graft Rejection,Inactive,EU
aganirsen,aganirsen [INN],,Gene Signal International SA,Immunology, Psoriasis,Inactive,Global
aganirsen,aganirsen [INN],,Gene Signal International SA,Ophthalmology, Central Retinal Vein Occlusion; Neovascular Glaucoma; Retinopathy Of Prematurity,Inactive,EU
aganirsen,aganirsen [INN],,Gene Signal International SA,Dermatology, Rosacea,Inactive,Global
aganirsen,aganirsen [INN],,Gene Signal International SA,Metabolic Disorders, Diabetic Retinopathy,Inactive,Global
APX-003,,,Simcere Pharmaceutical Group Ltd,Oncology, Epithelial Ovarian Cancer; Fallopian Tube Cancer; Peritoneal Cancer,Phase III,China
APX-003,,,Simcere Pharmaceutical Group Ltd,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ; Brenner Tumor; Clear Cell Squamous Cell Carcinoma  ; Colorectal Cancer; Endometrial Cancer; Hepatocellular Carcinoma; Non-Small Cell Lung Cancer; Solid Tumor; Transitional Cell Carcinoma (Urothelial Cell Carcinoma),Phase II,China
APX-003,,,Apexigen Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase I,Global
APX-003,,,Simcere Pharmaceutical Group Ltd,Oncology, Liver Cancer,Phase I,China
APX-003,,,Simcere Pharmaceutical Group Ltd,Oncology, Metastatic Colorectal Cancer,Inactive,China
bevacizumab biosimilar,,,Genor BioPharma Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Genor BioPharma Co Ltd,Oncology, Glioblastoma Multiforme (GBM); Metastatic Colorectal Cancer,Phase I,China
bevacizumab biosimilar,,,Anhui Anke Biotechnology (Group) Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Zhejiang Teruisi Pharmaceutical Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Zhejiang Teruisi Pharmaceutical Co Ltd,Oncology, Colorectal Cancer,Phase I,China; United States
bevacizumab biosimilar,,,Zhejiang Teruisi Pharmaceutical Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase I,United States
bevacizumab biosimilar,,,Hualan Biological Engineering Inc,Oncology, Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Boehringer Ingelheim International GmbH,Oncology, Non-Small Cell Lung Cancer,Phase III,Japan
bevacizumab biosimilar,,,Boehringer Ingelheim International GmbH,Oncology, Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Inactive,Global
bevacizumab biosimilar,,,Enzene Biosciences Ltd,Oncology, Metastatic Colorectal Cancer,Phase III,India
bevacizumab biosimilar,,,Enzene Biosciences Ltd,Oncology, Non-Small Cell Lung Cancer,Preclinical,Global
bevacizumab biosimilar,,,Aurobindo Pharma Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,Global
bevacizumab biosimilar,,,Aurobindo Pharma Ltd,Oncology, Metastatic Colorectal Cancer,Phase I,Global
bevacizumab biosimilar,,,Prestige BioPharma Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,EU; Global; United States
bevacizumab biosimilar,,,Prestige BioPharma Ltd,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Metastatic Colorectal Cancer; Peritoneal Cancer; Recurrent Glioblastoma Multiforme (GBM),Phase I,EU; United States
bevacizumab biosimilar,,,Prestige BioPharma Ltd,Oncology, Rectal Cancer,Inactive,Global
bevacizumab biosimilar,,,Prestige BioPharma Ltd,Oncology, Metastatic Renal Cell Carcinoma,Inactive,EU; United States
bevacizumab biosimilar,,,SinoCelltech Group Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China; Global
bevacizumab biosimilar,,,SinoCelltech Group Ltd,Oncology, Hepatocellular Carcinoma,Phase III,Global
bevacizumab biosimilar,,,SinoCelltech Group Ltd,Oncology, Metastatic Colorectal Cancer,Preclinical,Global
bevacizumab biosimilar,,,Shanghai Huaota Biopharmaceutical Co Ltd,Oncology, Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Outlook Therapeutics Inc,Oncology, Cervical Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Glioblastoma Multiforme (GBM); Metastatic Breast Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Peritoneal Cancer,Inactive,Global
bevacizumab biosimilar,,,Sino Biopharmaceutical Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Shanghai Institute of Biological Products Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China
bevacizumab biosimilar,,,Shanghai Institute of Biological Products Co Ltd,Oncology, Metastatic Colorectal Cancer,Phase I,China
bevacizumab biosimilar,,,Laboratorios Sophia SA de CV,Metabolic Disorders, Diabetic Macular Edema,Phase III,Global
bRESCAP,,,Alloksys Life Sciences BV,Immunology, Inflammation,Phase III,Global
bRESCAP,,,Alloksys Life Sciences BV,Genito Urinary System And Sex Hormones, Acute Renal Failure (ARF) (Acute Kidney Injury),Phase III,Global
bRESCAP,,,Alloksys Life Sciences BV,Infectious Disease, Coronavirus Disease 2019 (COVID-19),Phase I,Global
bRESCAP,,,Alloksys Life Sciences BV,Dermatology, Burns,Preclinical,Global
bRESCAP,,,Alloksys Life Sciences BV,Cardiovascular, Ischemia Reperfusion Injury,Inactive,Global
bRESCAP,,,Alloksys Life Sciences BV,Immunology, Rheumatoid Arthritis,Inactive,Global
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Oncology, Epithelial Ovarian Cancer; Fallopian Tube Cancer; Peritoneal Cancer,Phase III,United States
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Oncology, Cervical Cancer,Phase II,Global
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Oncology," Acute Myelocytic Leukemia (AML, Acute Myeloblastic Leukemia); Breast Cancer; Endometrial Cancer; Head And Neck Cancer; Prostate Cancer; Thyroid Cancer",Inactive,Global
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Oncology, Gastric Cancer; Ovarian Cancer,Inactive,Japan
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Oncology, Epithelial Ovarian Cancer; Fallopian Tube Cancer; Peritoneal Cancer,Inactive,EU
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Gastrointestinal, Liver Diseases,Inactive,Global
cediranib maleate,cediranib maleate,,AstraZeneca Plc,Oncology, Gastrointestinal Stromal Tumor (GIST); Malignant Pleural Mesothelioma; Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer; Renal Cell Carcinoma; Soft Tissue Sarcoma; Solid Tumor,Discontinued,Global
cediranib maleate,cediranib maleate,Recentin,AstraZeneca Plc,Oncology, Glioblastoma Multiforme (GBM),Discontinued,United States
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Epithelial Ovarian Cancer; Small-Cell Lung Cancer,Phase III,China
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Peritoneal Cancer,Phase III,Global
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Small-Cell Lung Cancer,Phase II,United States
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Colon Cancer; Fallopian Tube Cancer; Hepatocellular Carcinoma; Lung Cancer; Non-Hodgkin Lymphoma,Phase II,Global
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Human Epidermal Growth Factor Receptor 2 Negative Breast Cancer (HER2- Breast Cancer); Soft Tissue Sarcoma; Triple-Negative Breast Cancer (TNBC),Phase II,China
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Gastric Cancer; Gastrointestinal Stromal Tumor (GIST); Kidney Cancer (Renal Cell Cancer); Non-Small Cell Lung Cancer; Solid Tumor,Phase I,China
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Angiosarcoma; Dedifferentiated Liposarcoma; Dermatofibrosarcoma Protuberans (DFSP); Ewing Sarcoma; Fibrosarcoma; Leiomyosarcoma; Malignant Fibrous Histiocytoma; Peripheral Nerve Sheath Tumor (Neurofibrosarcoma); Pleomorphic Liposarcoma; Rhabdomyosarcoma; Small-Cell Lung Cancer; Soft Tissue Sarcoma; Synovial Sarcoma; Well Differentiated Liposarcoma ,Phase I,Global
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Breast Cancer; Liver Cancer; Ovarian Cancer; Small-Cell Lung Cancer,IND/CTA Filed,United States
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Small-Cell Lung Cancer,Preclinical,Global
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Renal Cell Carcinoma,Inactive,China
CS-2164,,,Shenzhen Chipscreen Biosciences Co Ltd,Oncology, Diffuse Large B-Cell Lymphoma; Peripheral T-Cell Lymphomas (PTCL),Inactive,Global
emvododstat,emvododstat,,PTC Therapeutics Inc,Infectious Disease, Coronavirus Disease 2019 (COVID-19),Phase III,Australia; Brazil; EU; Global; Spain; United States
emvododstat,emvododstat,,PTC Therapeutics Inc,Oncology, Refractory Acute Myeloid Leukemia; Relapsed Acute Myeloid Leukemia,Inactive,United States
emvododstat,emvododstat,,PTC Therapeutics Inc,Oncology, Central Nervous System (CNS) Tumor; Metastatic Breast Cancer,Discontinued,Global
emvododstat,emvododstat,,PTC Therapeutics Inc,Infectious Disease, Kaposi Sarcoma,Discontinued,Global
emvododstat,emvododstat,,PTC Therapeutics Inc,Genetic Disorders, Neurofibromatoses,Discontinued,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Denovo Biopharma LLC,Oncology, Glioblastoma Multiforme (GBM),Phase III,Canada; China; Global; United States
enzastaurin hydrochloride,enzastaurin hydrochloride,,Denovo Biopharma LLC,Oncology, Diffuse Large B-Cell Lymphoma,Phase III,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Aytu BioPharma Inc,Genetic Disorders, Ehlers-Danlos Syndrome (Cutis Hyperelastica),Phase II,EU; United States
enzastaurin hydrochloride,enzastaurin hydrochloride,,Eli Lilly and Co,Oncology, Non-Small Cell Lung Cancer,Phase II,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Denovo Biopharma LLC,Oncology, Colorectal Cancer; Metastatic Colorectal Cancer,Phase II,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Denovo Biopharma LLC,Respiratory, Emphysema,Preclinical,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Denovo Biopharma LLC,Cardiovascular, Pulmonary Arterial Hypertension,Preclinical,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Eli Lilly and Co,Oncology, Diffuse Large B-Cell Lymphoma; Glioblastoma Multiforme (GBM),Discontinued,EU; United States
enzastaurin hydrochloride,enzastaurin hydrochloride,,Eli Lilly and Co,Oncology," Cutaneous T-Cell Lymphoma; Follicular Lymphoma; Lung Cancer; Mantle Cell Lymphoma; Metastatic Breast Cancer; Metastatic Colorectal Cancer; Metastatic Hormone Refractory (Castration Resistant, Androgen-Independent) Prostate Cancer; Metastatic Renal Cell Carcinoma; Multiple Myeloma (Kahler Disease); Non-Small Cell Lung Cancer; Ovarian Cancer; Peritoneal Tumor; Small-Cell Lung Cancer; Waldenstrom Macroglobulinemia (Lymphoplasmacytic Lymphoma)",Discontinued,Global
enzastaurin hydrochloride,enzastaurin hydrochloride,,Eli Lilly and Co,Oncology, Advanced Malignancy; Lymphoma; Metastatic Cancer; Solid Tumor,Discontinued,China
gentuximab,,,GeneScience Pharmaceuticals Co Ltd,Oncology, Gastric Cancer; Gastroesophageal (GE) Junction Carcinomas,Phase III,China
gentuximab,,,GeneScience Pharmaceuticals Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase I,Global
gentuximab,,,GeneScience Pharmaceuticals Co Ltd,Oncology, Solid Tumor,Phase I,China
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Non-Small Cell Lung Cancer,Phase III,China
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Cervical Cancer; Non-Small Cell Lung Cancer; Small-Cell Lung Cancer; Solid Tumor; Triple-Negative Breast Cancer (TNBC),Phase II,China; Global
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Adenocarcinoma Of The Gastroesophageal Junction; Colorectal Cancer; Esophageal Squamous Cell Carcinoma (ESCC); Extrahepatic Bile Duct Cancer; Fallopian Tube Cancer; Gallbladder Cancer; Gastric Cancer; Hypopharyngeal Cancer; Laryngeal Cancer; Metastatic Biliary Tract Cancer; Metastatic Colorectal Cancer; Oral Cavity (Mouth) Cancer; Oropharyngeal Cancer; Pancreatic Ductal Adenocarcinoma; Peritoneal Cancer; Recurrent Head And Neck Cancer Squamous Cell Carcinoma; Squamous Non-Small Cell Lung Cancer; Transitional Cell Carcinoma (Urothelial Cell Carcinoma),Phase II,Global
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Endometrial Cancer; Epithelial Ovarian Cancer; Hepatocellular Carcinoma; Renal Cell Carcinoma,Phase II,China
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Hepatocellular Carcinoma; Solid Tumor,Phase I,Australia
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Hepatocellular Carcinoma; Renal Cell Carcinoma; Solid Tumor,IND/CTA Filed,United States
ivonescimab,ivonescimab [INN],,Akeso Inc,Oncology, Renal Cell Carcinoma,Inactive,Australia
lucitanib,lucitanib,,Shanghai Haihe Biopharma Co Ltd,Oncology, Small-Cell Lung Cancer,Phase III,China
lucitanib,lucitanib,,Shanghai Haihe Biopharma Co Ltd,Oncology, Nasopharyngeal Cancer; Thymic Carcinoma,Phase II,China
lucitanib,lucitanib,,Shanghai Haihe Biopharma Co Ltd,Oncology, Gastroesophageal (GE) Junction Carcinomas; Hepatocellular Carcinoma; Nasopharyngeal Cancer,Phase I,China
lucitanib,lucitanib,,Les Laboratoires Servier SAS,Oncology, Solid Tumor; Thymic Carcinoma; Thyroid Cancer,Inactive,Global
lucitanib,lucitanib,,Clovis Oncology Inc,Oncology, Cervical Cancer; Endometrial Cancer; Fallopian Tube Cancer; Gynecological Cancer; Metastatic Transitional (Urothelial) Tract Cancer; Peritoneal Cancer,Inactive,Global
lucitanib,lucitanib,,Clovis Oncology Inc,Oncology, Metastatic Breast Cancer; Squamous Non-Small Cell Lung Cancer,Discontinued,Japan; United States
lucitanib,lucitanib,,Les Laboratoires Servier SAS,Oncology, Metastatic Breast Cancer,Discontinued,Global
OPT-302,,,Opthea Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,EU; Global; United States
OPT-302,,,Opthea Ltd,Metabolic Disorders, Diabetic Macular Edema,Phase II,United States
OPT-302,,,Opthea Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Unknown,United States
OPT-302,,,Opthea Ltd,Oncology, Solid Tumor,Inactive,Global
QL-1207,,,Qilu Pharmaceutical Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
QL-1207,,,Qilu Pharmaceutical Co Ltd,Metabolic Disorders, Diabetic Macular Edema,Phase I,China
ranibizumab biosimilar,,,Chong Kun Dang Pharmaceutical Corporation,Ophthalmology, Age Related Macular Degeneration,Phase III,South Korea
ranibizumab biosimilar,,,Jecho Biopharmaceuticals Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
ranibizumab biosimilar,,,Jecho Biopharmaceuticals Co Ltd,Ophthalmology, Age Related Macular Degeneration; Unspecified Ophthalmological Disorders,Phase II,Global
ranibizumab biosimilar,,,Enzene Biosciences Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
ranibizumab biosimilar,,,PharmaResearch BIO Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,Global
ranibizumab biosimilar,,,PharmaResearch BIO Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase I,South Korea
ranibizumab biosimilar,,,Lupin Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,EU; Global; India; United States
RGX-314,,,AbbVie Inc,Ophthalmology, Choroidal Neovascularization; Wet (Neovascular / Exudative) Macular Degeneration,Phase III,United States
RGX-314,,,AbbVie Inc,Metabolic Disorders, Diabetic Retinopathy,Phase II,Global
RGX-314,,,AbbVie Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase II,Global
RGX-314,,,AbbVie Inc,Ophthalmology, Unspecified Ophthalmological Disorders,Discovery,Global
SH-1028,,,Nanjing Sanhome Pharmaceutical Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,Global
SH-1028,,,Nanjing Sanhome Pharmaceutical Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase II,China
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Colorectal Cancer,Phase III,Global
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,China
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Respiratory, Idiopathic Pulmonary Fibrosis,Phase III,Global
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Cervical Cancer; Solid Tumor,Phase II,China
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Anaplastic Thyroid Cancer; Bladder Cancer; Endometrial Cancer; Epithelial Ovarian Cancer; Fallopian Tube Cancer; Follicular Thyroid Cancer; Gynecological Cancer; Hepatocellular Carcinoma; Human Epidermal Growth Factor Receptor 2 Negative Breast Cancer (HER2- Breast Cancer); Medullary Thyroid Cancer; Metastatic Biliary Tract Cancer; Metastatic Transitional (Urothelial) Tract Cancer; Papillary Thyroid Cancer; Peritoneal Cancer; Renal Cell Carcinoma; Squamous Cell Carcinoma; Thyroid Cancer; Triple-Negative Breast Cancer (TNBC); Ureter Cancer; Urethral Cancer,Phase II,Global
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ,Phase I,Global
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Solid Tumor,Phase I,United States
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Genetic Disorders, Familial Adenomatous Polyposis,Preclinical,Global
SHR-1020,,,Jiangsu Hengrui Medicine Co Ltd,Oncology, Gastrointestinal Stromal Tumor (GIST); Metastatic Renal Cell Carcinoma; Nasopharyngeal Cancer; Neuroendocrine Tumors; Non-Small Cell Lung Cancer; Osteosarcoma; Pancreatic Endocrine Tumor,Inactive,Global
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Non-Small Cell Lung Cancer,Phase III,Australia; China
sitravatinib malate,sitravatinib malate,,Mirati Therapeutics Inc,Oncology, Non-Small Cell Lung Cancer,Phase III,Global; United States
sitravatinib malate,sitravatinib malate,,Mirati Therapeutics Inc,Oncology, Solid Tumor,Phase III,Global
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ; Gallbladder Cancer,Phase II,South Korea
sitravatinib malate,sitravatinib malate,,Mirati Therapeutics Inc,Oncology, Gastric Cancer; Gastroesophageal (GE) Junction Carcinomas; Head And Neck Cancer Squamous Cell Carcinoma; Kidney Cancer (Renal Cell Cancer); Liposarcoma ; Metastatic Hepatocellular Carcinoma (HCC); Metastatic Melanoma; Metastatic Transitional (Urothelial) Tract Cancer; Non-Small Cell Lung Cancer; Ovarian Cancer; Peripheral Nerve Sheath Tumor (Neurofibrosarcoma); Renal Cell Carcinoma; Rhabdomyosarcoma; Soft Tissue Sarcoma; Squamous Non-Small Cell Lung Cancer; Synovial Sarcoma,Phase II,Global
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Gastric Cancer; Gastroesophageal (GE) Junction Carcinomas; Hepatocellular Carcinoma; Metastatic Melanoma,Phase II,China
sitravatinib malate,sitravatinib malate,,Mirati Therapeutics Inc,Oncology, Endometrial Cancer; Metastatic Renal Cell Carcinoma; Non-Small Cell Lung Cancer; Renal Cell Carcinoma; Solid Tumor; Triple-Negative Breast Cancer (TNBC),Phase I,Global
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Oral Cavity (Mouth) Cancer,Phase I,China
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Esophageal Squamous Cell Carcinoma (ESCC),Phase I,Asia-Pacific; China
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Epithelial Ovarian Cancer; Non-Small Cell Lung Cancer; Renal Cell Carcinoma,Phase I,Australia; China
sitravatinib malate,sitravatinib malate,,Mirati Therapeutics Inc,Oncology, Oral Cavity (Mouth) Cancer,Phase 0,Global
sitravatinib malate,sitravatinib malate,,BeiGene Ltd,Oncology, Non-Small Cell Lung Cancer,Preclinical,New Zealand
sitravatinib malate,sitravatinib malate,,Mirati Therapeutics Inc,Oncology," Bone Metastasis; Metastatic Hormone Refractory (Castration Resistant, Androgen-Independent) Prostate Cancer; Thymoma (Thymic Epithelial Tumor)",Inactive,Global
TAB-014,bevacizumab,,Zhaoke (Guangzhou) Ophthalmology Pharmaceutical Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase III,China
TAB-014,bevacizumab,,TOT Biopharm Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase I,Global
TAB-014,bevacizumab,,TOT Biopharm Co Ltd,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,IND/CTA Filed,United States
tamoxifen citrate,tamoxifen citrate,,University Children's Hospital Basel,Genetic Disorders, Duchenne Muscular Dystrophy,Phase III,EU
tarcocimab tedromer,tarcocimab tedromer [INN],,Kodiak Sciences Inc,Ophthalmology, Choroidal Neovascularization; Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Phase III,EU; United States
tarcocimab tedromer,tarcocimab tedromer [INN],,Kodiak Sciences Inc,Metabolic Disorders, Diabetic Macular Edema,Phase III,EU; United States
tarcocimab tedromer,tarcocimab tedromer [INN],,Kodiak Sciences Inc,Metabolic Disorders, Non-Proliferative Diabetic Retinopathy (NPDR),Phase III,Global; United States
tarcocimab tedromer,tarcocimab tedromer [INN],,Kodiak Sciences Inc,Metabolic Disorders, Diabetic Retinopathy,Phase III,EU
tarcocimab tedromer,tarcocimab tedromer [INN],,Kodiak Sciences Inc,Ophthalmology, Choroidal Neovascularization; Retinal Vein Occlusion; Wet (Neovascular / Exudative) Macular Degeneration,Inactive,China
tarcocimab tedromer,tarcocimab tedromer [INN],,Kodiak Sciences Inc,Metabolic Disorders, Diabetic Macular Edema; Diabetic Retinopathy,Inactive,China
4D-150,,,4D Molecular Therapeutics Inc,Ophthalmology, Wet (Neovascular / Exudative) Macular Degeneration,Phase II,United States
4D-150,,,4D Molecular Therapeutics Inc,Metabolic Disorders, Diabetic Macular Edema,Preclinical,Global
4D-150,,,4D Molecular Therapeutics Inc,Metabolic Disorders, Diabetic Retinopathy,Inactive,Global
601A anti-VEGF Ab,,,3SBio Inc,Metabolic Disorders, Diabetic Macular Edema,Phase II,Global
601A anti-VEGF Ab,,,3SBio Inc,Ophthalmology, Age Related Macular Degeneration,Phase II,Global
601A anti-VEGF Ab,,,3SBio Inc,Ophthalmology, Central Retinal Vein Occlusion; Choroidal Neovascularization; Macular Edema; Wet (Neovascular / Exudative) Macular Degeneration,Phase II,China
601A anti-VEGF Ab,,,3SBio Inc,Metabolic Disorders, Diabetic Retinopathy,Inactive,China
601A anti-VEGF Ab,,,3SBio Inc,Oncology, Cervical Cancer; Non-Small Cell Lung Cancer,Inactive,China
601A anti-VEGF Ab,,,3SBio Inc,Ophthalmology, Retinal Vein Occlusion,Inactive,China
ABL-001,,,Handok Inc,Oncology, Bile Duct Cancer (Cholangiocarcinoma) ; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Stromal Tumor (GIST); Metastatic Colorectal Cancer; Non-Small Cell Lung Cancer; Ovarian Cancer; Pancreatic Cancer; Solid Tumor,Phase II,South Korea
